标题,小区,房厅,面积,朝向,楼层,年份,位置,总价(万),单价(元/平方米)
陆家嘴板块近2号线地铁口50米高区视野开阔，看三件套,东昌大楼 ,2室1厅,71.44平米,西,13,1999,陆家嘴,630,88
户型方正，楼层好采光好。满五年税费少,星云小区 ,2室1厅,78.88平米,南,6,1995,碧云,698,88
精装50万，买进价高，不靠马路，近期必卖，采光好,黄山三村 ,3室1厅,82.42平米,南,6,1995,金杨,680,82
近地铁，电梯房，南北通户型好 业主诚意出售 价格可谈,川杨新苑(一期) ,2室2厅,87.66平米,南,14,2007,张江,580,66
玉兰路81弄 2室1厅 南,玉兰路81弄 ,2室1厅,78.46平米,南,6,2007,花木,730,93
2017年次新房+精装修三房+高层采光刺眼+标杆小区,九龙仓兰廷 ,3室2厅,89.42平米,南,18,2016,周浦,690,77
杨思前滩+金色中环杨思区域+税少+中楼层+诚意出售,东方滨港园 ,2室2厅,89.94平米,南 北,6,2005,杨思前滩,760,84
金色中环，品质社区，房龄新，婚房装修，业主诚售,吉利名苑 ,2室1厅,76.6平米,南,6,2009,杨思前滩,695,90
精装修，中间楼层，买进价高，无个税，位置好，户型好,广洋苑 ,2室1厅,75.91平米,南,6,2002,金杨,748,98
此房已满五税少，电梯精装两房，高区楼层采光好视野好,滨康大楼 ,2室1厅,76.17平米,南,18,1995,陆家嘴,600,78
带阁楼-楼上一室户-高挑高-正常用无障碍-有格调,保利金色唐城 ,2室2厅,80.84平米,南,6,2008,唐镇,543,67
福外建平+精装修+世纪大道+双南全明+满五年,市政大楼 ,2室1厅,72.63平米,南,18,1992,梅园,720,99
本房满五年，无需缴纳个税，有车位，采光好，品质小区,金桥名都 ,2室2厅,86.13平米,南,11,2004,金桥,560,65
双轨交，小区央座位置，中间楼层，业主诚意出售,金桥新城 ,2室1厅,87.99平米,南,6,2005,金桥,680,77
老房东诚意出售/楼层好/位置安静,黄山三村 ,3室1厅,81.79平米,南 北,6,1995,金杨,675,82
06年品质小区 户型好 配套好 诚意出售,名门河滨花园 ,1室2厅,70.26平米,西南,21,2006,洋泾,599,85
不靠路，不靠高架，采光好，到价就签,川杨新苑(三期) ,2室2厅,87.1平米,南,6,2010,张江,529,60
此房是上下两层，精装修带50多平米大阁楼，南北通透，,世华锦城 ,2室1厅,79.18平米,南 北,6,2008,杨思前滩,688,86
新上好房！二手买进，满五年，明珠，楼层好，出行方便,新里城和合苑 ,2室2厅,74.76平米,南,7,1999,杨思前滩,530,70
建西单价7万，双南电梯房，中高楼层，采光无遮挡,梅园教师公寓 ,2室0厅,78.78平米,南,12,1987,梅园,598,75
浦城小区 2室2厅 南 北,浦城小区 ,2室2厅,72.68平米,南 北,6,1993,陆家嘴,658,90
12年次新房 7/13双地铁 车位充足 无增值税,大华锦绣华城(二街区) ,2室1厅,76.08平米,南,15,2012,北蔡,631,82
"双南满五年,中间楼层,采光好,精装修可直接入住",昌里花园 ,2室2厅,87.85平米,南,13,1997,世博,699,79
金色中环规划+两个房间朝南+阁楼,新里城和合苑 ,3室1厅,77平米,南,6,1999,杨思前滩,669,86
视野很好，买进价格高，满五税费少。,黄山始信苑 ,2室1厅,70.58平米,南,6,1998,金杨,710,100
康桥站400米+中间楼层+精装修+满五年+小区东门位置,绿地康桥新苑 ,2室2厅,81.46平米,南 北,6,2004,康桥,508,62
双南，南北两房，小区 中 心，视野开阔,中冶尚城 ,2室1厅,89.52平米,南,11,2010,高行,790,88
新里城和合苑 2室1厅 南,新里城和合苑 ,2室1厅,77.93平米,南,6,1999,杨思前滩,640,82
高品质，高楼层，税费少，采光好,绿地东上海三期 ,2室1厅,86.58平米,南 北,17,2014,周浦,618,71
08年小区，房龄新，电梯两房，中高楼层,东方悦居 ,2室1厅,72.15平米,南,18,2008,杨思前滩,595,82
清水苑三期新上房源 浦东模范 满五年 楼层好 位置好,金桥湾清水苑 ,3室2厅,86.26平米,南,6,1998,金桥,680,78
小区绿化好，健身娱乐设施齐.满5年不一，全明户型,顺馨佳园 ,2室1厅,86.74平米,南,6,2009,川沙,560,64
全明户型，南北通透，精装修可拎包入住，位置安静,黄山始信苑 ,2室1厅,70.58平米,南 北,6,1998,金杨,759,107
店长推荐进北满五年小区后排预约看房,民生家园 ,2室2厅,89.13平米,南,6,1997,梅园,748,83
"小区宽敞户型,空间布局自由，业主诚意。",金桥酒店公寓 ,3室1厅,83.15平米,东南,19,2003,碧云,720,86
附带阁楼，05年品质，近地铁，靠中环，交通便利。,源城锦翠苑 ,2室1厅,76.49平米,南,6,2005,杨思前滩,660,86
户型方正，诚意出售，，税费少。,毕加索小镇(二期)(公寓) ,2室2厅,89.53平米,南,13,2011,唐镇,715,79
金色中环带6/11号线+电梯中层+税费低+精装修+诚售,金橘新苑（北区） ,2室1厅,81.56平米,南,11,2006,三林,675,82
⭐此房满五年一套房⭐精装修⭐税费少⭐小区新环境好,聚龙家园 ,4室2厅,74.08平米,南,6,2002,北蔡,645,87
一手动迁  位置好 日照时间久 地铁口 实用三房,翠竹苑 ,3室1厅,86.78平米,南,6,1997,三林,520,59
近地铁12/6，户型好，中间楼层，M5V1,东陆新村六街坊 ,3室1厅,82.46平米,南,6,1995,金桥,500,60
电梯两房，6号线500米看房随时价格可以谈,临沂大楼 ,2室2厅,74.27平米,西南,25,1992,南码头,500,67
地铁口商品房 户型好 南北通 精装修,上泰花苑 ,2室1厅,81.84平米,南,6,1998,金杨,599,73
新上 南北2房，楼层好格局好，小区中间位置，不靠路,名门世家(浦东) ,2室2厅,80.08平米,南,6,1999,洋泾,680,84
金和佳园 2室1厅 南,金和佳园 ,2室1厅,86.05平米,南,6,2003,金桥,568,66
前滩旁+地铁口+精装修+满五年+俯瞰洋房,浦发御园 ,2室2厅,79.42平米,南,12,2013,三林,750,94
地铁双轨电梯高层位置好南北两房动迁有钥匙置换诚售,莲康苑 ,2室1厅,80.53平米,南,17,2014,北蔡,666,82
位置佳楼层视野开阔，采光好，南北通2房户型正气,玉兰香苑二期A块 ,2室2厅,88.83平米,南 北,6,2006,张江,540,60
绿地康桥新苑 2室2厅 南,绿地康桥新苑 ,2室2厅,89.49平米,南,14,2004,康桥,580,64
非顶楼小区中间，满五年买入价高税费少节约成本,金杨新村十一街坊 ,2室2厅,82.22平米,南,6,1996,金杨,535,65
非顶楼，近地铁6/13号线地铁，两南一北采光视野无遮挡,云台一小区 ,3室1厅,72.41平米,南,6,1994,世博,560,77
新上急售 保利金爵 南北通两房 不靠路满五年且 唯 一,保利金爵公寓 ,2室1厅,89.06平米,南 北,11,2009,唐镇,608,68
建平 御桥＋双轨＋高层 一手动迁 税费低,民星苑 ,3室2厅,76.98平米,南,6,1997,御桥,530,68
金色中环6/11号线+电梯高区+满五+无个税+双南+诚售,金禾新苑 ,2室1厅,72平米,南,11,2006,三林,550,76
空中复式，户型方正，经典小户型，6/14号线双地铁,栖山家园 ,2室2厅,80.55平米,南,6,2004,金杨,670,83
内环内双地铁口，少有商品复式，精装修板式南北通。,洋泾花园城 ,4室2厅,89.5平米,南,6,1997,洋泾,715,79
售后公房，边套全明，近地铁，采光好,柳博小区(博二小区) ,3室1厅,78.56平米,南,6,1995,金桥,550,70
诚意出售优质两房看房方便楼层好,龙臣公寓 ,2室1厅,86.51平米,南,6,1997,金桥,525,60
低楼层位置好，采光全天，精致装修，提包入住诚意出售,双桥小区 ,2室1厅,73.94平米,南,6,1997,金桥,650,87
安静位置，业主诚售，满5且只有一套.配套成熟,御桥馨华苑 ,2室2厅,79.6平米,南,5,2004,御桥,610,76
此房满五年唯①，楼层好，南北通透户型，采光通风好！,东方城市绿洲 ,2室2厅,88.47平米,南 北,13,2010,川沙,510,57
2000年后小区，有院子，全明户型，税费少,芳佳苑 ,2室1厅,76.69平米,南,7,2000,北蔡,515,67
满五年唯yi，户型方正，视野开阔，朝南户型，近地铁,鹏欣家园 ,2室1厅,70.91平米,南,6,1998,南码头,525,74
金色中环+双轨交汇（11号，18号线御桥站）+中间楼层,地杰国际城D街坊 ,2室2厅,80.96平米,南,18,2009,御桥,660,81
金禾新苑 2室1厅 南,金禾新苑 ,2室1厅,72平米,南,11,2006,三林,590,81
地铁就在家门口，纯商品房小区，有一个约25平的花园！,北蔡苑 ,2室1厅,86.2平米,南 北,6,2000,北蔡,573,66
满五税费少，精装修拎包入住，南北通风全明设计。,牡丹路399弄 ,2室2厅,76.07平米,南 北,6,1996,花木,700,92
一手动迁，满五一套，小区安静位置，房东诚售,始信北苑 ,2室1厅,84.3平米,南,6,2003,金杨,730,86
中环旁 次新电梯房 双轨道 家门口幼小初 满五唯one,金禾新苑 ,2室1厅,77.46平米,南,13,2006,三林,640,82
近地铁+有车位+小三房设计+位置好+边套都有窗,毕加索小镇(二期)(公寓) ,3室2厅,88.95平米,南,11,2011,唐镇,678,76
01年低密度商品房   地铁400米   车位1：1,爱法新都 ,2室1厅,89.68平米,南,10,2001,金桥,620,69
别墅区视野好 蒙娜丽莎的地砖 花梨木的门 急售急售,绿地崴廉公寓 ,2室1厅,89.14平米,南,16,2009,高行,617,69
前滩板块+一手动迁+精装修+看房方便+业主诚意出售,凌兆新村(凌兆路530弄) ,3室1厅,86.17平米,南,6,2000,三林,585,67
满五税少+高楼层+森林环境+保利品质,保利林语溪(公寓) ,2室2厅,88.12平米,南,18,2011,三林,560,63
金地开发，人车分流+刷卡入户+6/11双轨交汇，配套齐全,金地湾流域（一期518弄别墅/大洋房） ,2室2厅,88.71平米,南,14,2008,三林,799,90
近张江 御桥 高层 一手动迁税费低,地杰国际城D街坊 ,2室1厅,80.96平米,南,18,2009,御桥,658,81
满五业主诚意户型方正楼层好，户型好,金桂小区 ,3室2厅,88.31平米,南,6,1994,花木,759,85
2011年商品房+朝南对别墅无遮挡+看房随时+满五税少,绿地香颂(浦东)(公寓) ,3室2厅,88.69平米,南 北,18,2011,三林,675,76
此房满五年 税费少 楼层好 户型好 采光好！,东城新村 ,2室1厅,80.67平米,南 北,6,2002,杨东,620,76
牡丹小区(浦东) 2室2厅 南,牡丹小区(浦东) ,2室2厅,73.34平米,南,6,1995,花木,640,87
地段好+楼层好+位置好+房龄新05年一梯两户,金桥新家园 ,2室2厅,88.6平米,南 北,5,2005,金桥,620,69
精装修+中间楼层+全明大两房+學位位用+看房随时+急售,金浜小区 ,2室1厅,78.28平米,南,6,1994,金杨,598,76
金桥公园旁  大拇指广场旁 停车方便 2011年小区,金桥和苑 ,2室1厅,77.29平米,南,6,2011,金桥,585,75
中间楼层+6号线金桥路地铁站+金桥公园,金东名苑 ,2室1厅,88.34平米,南,14,2007,金桥,699,79
世纪公园地铁站 2号线100米 温馨两居室 居家优选,牡丹路399弄 ,2室2厅,76.07平米,南,6,1996,花木,760,99
18号地铁口商品房，户型方正得房率高，近龙阳路CBD,环龙公寓 ,2室2厅,89.14平米,南,6,2002,北蔡,655,73
三林新村 两南一北 采光好 免增值税个税 近地铁,三林新村(永泰路133弄) ,3室2厅,87.05平米,南,14,2013,三林,585,67
满 五 V一，税费低，高区电梯房，看房方便,茂兴大厦 ,2室1厅,89.39平米,南,24,1995,塘桥,670,74
一楼带院子 靠万达 靠地铁 出行方便 满五业主诚心出售,美林小城 ,2室2厅,84.49平米,南 北,6,2006,康桥,515,60
杨思前滩板块+近地铁+商品范小区+诚意出售,成发苑 ,1室1厅,71.46平米,南,17,2005,杨思前滩,670,93
一梯两户+中间位置+5年内装修+楼层佳+税费少,崮山小区四街坊 ,2室1厅,70.12平米,南,6,1997,洋泾,698,99
接受满五年wei一 精装两房 品质小区 楼层上佳,浦发罗兰翡丽 ,2室2厅,80.21平米,南,16,2018,唐镇,770,95
商品房小区+一梯两户+全明户型+中间位置+中间楼层,通联苑 ,2室2厅,89.9平米,南,6,2000,金杨,760,84
⭐⭐⭐⭐⭐金色中环规划+无增值税无个税+全明户型,新里城和合苑 ,2室1厅,74.64平米,南 北,6,1999,杨思前滩,620,83
北洋泾站600米 全明三房 LCM旭辉广场，采光好 诚意售,崮山小区四街坊 ,3室1厅,81.09平米,南,6,1997,洋泾,729,89
金桥电梯房龄新 精装修，05年原始商品房小区,金桥新家园 ,2室1厅,79.7平米,南,20,2005,金桥,556,69
房子南北户型花园位置满五税低户型正少有户,罗山三村 ,3室1厅,84.88平米,南,6,1995,金杨,531,62
2016年电梯两房，户型好精装修，一手动迁税少，诚意售,德锦苑 ,2室2厅,86.62平米,南,17,2015,北蔡,645,74
地铁口+2012年次新小区+两部电梯+电梯房高区+视野开阔,虞泽苑 ,2室2厅,84.41平米,南 北,16,2012,北蔡,645,76
蓝城小区 2室2厅 南 北,蓝城小区 ,2室2厅,79.08平米,南 北,6,1995,金桥,510,64
电梯中高区 精装！满五年 家庭名下之只有这一套,玉兰香苑(四期) ,2室1厅,77.63平米,南,11,2008,唐镇,515,66
金杨品质大两房，南北直通，6/14号线近距离有钥匙,通联苑 ,2室2厅,89.35平米,南,6,2000,金杨,760,85
前滩南，南北通风边套，中 心位置，视野开阔全明户型,绿地香颂(浦东)(公寓) ,3室2厅,88.75平米,南 北,18,2011,三林,635,71
张江东 自住精装修保养好 南北通，中间楼层采光好,保利金爵公寓 ,2室2厅,89.59平米,南 北,11,2009,唐镇,618,68
双南双阳台 +河景房 +全明户型+3条地铁,德州五村 ,2室1厅,81.35平米,南,6,1994,世博,539,66
三林板块+2011年商品房+视野开阔采光好+附加8平米,保利林语溪(公寓) ,2室2厅,89.66平米,南,18,2011,三林,630,70
杨思前滩双南+直视花园+无shui,世华锦城 ,2室1厅,75.08平米,南,11,2007,杨思前滩,666,88
金色中环规划+两个房间朝南+阁楼,新里城和合苑 ,3室1厅,77平米,南,6,1999,杨思前滩,669,86
精装修+中间楼层+中间位置+北门地铁+南门商场,三林安居苑 ,3室1厅,77.57平米,南 北,6,1998,三林,550,70
12月店长推荐：金色城市经典两房，满五税费少，不靠路,万科金色城市 ,2室2厅,77.32平米,南,18,2010,御桥,756,97
内环电梯房 14号和18号线双地铁 交通便利 诚意出售,陆家嘴滨江公馆 ,2室1厅,76.4平米,南 西南,29,1994,洋泾,600,78
中间楼层+18号地铁口100米+拎包入住,芳芯苑 ,2室1厅,82.1平米,南,6,1996,北蔡,598,72
此房源精装修，大阳台，全明户型，视野好，采光无遮挡,新高苑(一期) ,2室2厅,85.95平米,南 北,6,2006,高行,509,59
双11主推！小区两房天花板，满五年税费低，诚意出售,地杰国际城D街坊 ,2室2厅,80.96平米,南,18,2009,御桥,625,77
花园位置，电梯双南两房，满五年仅一套，业主诚意,竹园高层 ,2室1厅,72.08平米,南,22,1992,源深,680,94
钥匙房随时可看，七号十三号线长清路200米，一梯两户,新世纪花苑(一期)(浦东) ,2室1厅,77.17平米,南 北,7,1991,世博,540,69
小区中间位置，楼层好，采光好。,金桥好人家 ,2室2厅,88.77平米,南,6,2001,金桥,628,70
次新房、采光好、辐射张江陆家嘴,绿洲康城亲水湾(中央区) ,2室2厅,76.24平米,南,20,2017,御桥,580,76
户型方正，诚意出售，，税费少。,毕加索小镇(二期)(公寓) ,2室2厅,89.53平米,南,13,2011,唐镇,715,79
双地铁+临河不靠路+素色典雅装修+全南户型,金橘新苑（北区） ,2室1厅,82平米,南,11,2006,三林,750,91
一手动迁02年品质小区；6/14号线双铁,广洋苑 ,3室2厅,87.52平米,南,6,2002,金杨,795,90
满五售后公房 税费低 户型方正 配套齐全，看房有钥匙,博山小区 ,2室2厅,85.24平米,南,25,1990,洋泾,510,59
崮山一街坊，花园住宅，精装修，三代同堂上好选择,崮山小区一街坊 ,3室2厅,83.79平米,南,6,2001,洋泾,798,95
地铁口+次新电梯房+一手动迁，M5V1+车位充足,虞泽苑 ,2室2厅,84.06平米,南,17,2012,北蔡,676,80
品质小区，非顶楼，税费少，小区中间位置,新世纪花苑(三期)(浦东) ,2室1厅,89.13平米,南,6,2001,世博,715,80
二手买进，内环内小区，一楼带小花园户型,吉云公寓 ,2室2厅,74.96平米,南,6,1995,联洋,680,90
户型正气 中间位置 近地铁 配套齐全,金桥花苑 ,3室1厅,77.91平米,南,6,1998,金桥,570,73
老房东诚意出售/楼层好/位置安静,黄山三村 ,3室1厅,81.79平米,南 北,6,1995,金杨,675,82
自住精装采光好，可拎包入住，近2号线，配套完善,顺馨佳园 ,2室1厅,86.74平米,南 北,6,2009,川沙,500,57
三林前滩南+前排高区，视野无遮挡+刚需全南三房,中海御景熙岸(公寓) ,3室2厅,88.41平米,南,18,2011,三林,560,63
总监推荐！聚焦好房！两房附+11平地下储物间 税费少,明丰花园 ,2室2厅,84.72平米,南,6,2002,三林,615,72
楼层好  税费少 户型方正 诚意出售,东力新村 ,2室1厅,78.65平米,南,6,2003,高行,550,69
金桂新出三房，非低层，满五年 业主诚意,金桂小区 ,3室1厅,88.24平米,南,6,1994,花木,790,89
